Estructura,TipoProducto,TipoBolsa,TipoSellado,GrupoFormato,Impreso,Calibre,Valvula,GradoTroquel,UsoZipper,PorcentajeCumplimiento
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 70,No valvula,no troquel,no zipper,1.025
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,0.921
PET/FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 100,No valvula,Grado bajo,no zipper,1.043
PET/FOIL/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.08
PET/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,0.926
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.051
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,0.962
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.005
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 2,Si,mayor 100,Valvula,Grado alto,no zipper,0.999
PET/COEXT. HBA (PE-EVOH),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,menor igual 100,No valvula,no troquel,no zipper,1.046
PAPEL,ROLLO,0,0,Grupo 1,NO,menor igual 100,No valvula,no troquel,no zipper,1.02
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,0.964
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 100,No valvula,Grado bajo,zipper,1.084
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.019
FLEXIBLE MULTICAPA,ROLLO,0,0,Grupo 3,NO,mayor 70,No valvula,no troquel,no zipper,1.048
BOPA/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,0,0,Grupo 3,NO,menor igual 100,No valvula,no troquel,no zipper,0.983
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.041
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,0.875
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.02
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 70,No valvula,no troquel,no zipper,1.038
PET/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado bajo,no zipper,1.003
PET/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 3,Si,mayor 100,No valvula,no troquel,no zipper,1.088
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,menor igual 70,No valvula,no troquel,no zipper,0.967
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 1,NO,menor igual 70,Valvula,no troquel,no zipper,0.846
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado alto,no zipper,0.988
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,menor igual 70,No valvula,no troquel,no zipper,1.064
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,menor igual 70,No valvula,no troquel,no zipper,1.049
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,NO,mayor 100,No valvula,Grado bajo,zipper,1.007
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,mayor 70,No valvula,no troquel,no zipper,0.94
PET METALIZADO/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,NO,mayor 100,No valvula,no troquel,zipper,0.971
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,mayor 70,No valvula,no troquel,zipper,0.869
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,menor igual 70,No valvula,no troquel,no zipper,0.964
PET/BOPP METALIZADO/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 100,No valvula,Grado bajo,no zipper,1.104
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,menor igual 70,No valvula,no troquel,no zipper,0.943
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,menor igual 70,No valvula,no troquel,no zipper,0.967
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,no zipper,0.987
BOPP TERMOSELLABLE,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,menor igual 100,No valvula,Grado bajo,no zipper,1.054
PET METALIZADO/PEBD,BOLSA,PLANA 2 LAMINAS,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,menor igual 100,No valvula,Grado bajo,no zipper,0.851
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,menor igual 70,No valvula,no troquel,no zipper,1.13
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,mayor 70,No valvula,no troquel,no zipper,1.04
PET/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,Si,menor igual 100,No valvula,Grado bajo,zipper,0.978
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.04
PET/PEBD,ROLLO,0,0,Grupo 4,Si,menor igual 100,No valvula,no troquel,no zipper,1.043
BOPP MATE/BOPP TERMOSELLABLE,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.061
PEADTS,BOLSA,FLEX UP,MULTIFLEX UP SIN SELLE DE FONDO,Grupo 2,Si,mayor 100,No valvula,Grado alto,no zipper,1.001
PET/PEBD,BOLSA,FLOW PACK,FLOW PACK,Grupo 1,Si,menor igual 100,No valvula,Grado bajo,no zipper,1.024
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,Si,mayor 100,No valvula,Grado bajo,zipper,0.993
FLEXIBLE PLUS (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,mayor 70,No valvula,no troquel,zipper,1.051
FLEXIBLE PLUS (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,mayor 70,No valvula,no troquel,no zipper,1.107
BOPP MATE/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado alto,zipper,0.924
BOPP MATE/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.054
PET/PET METALIZADO/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 100,No valvula,Grado alto,no zipper,1.027
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.022
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,no troquel,no zipper,1.069
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,no zipper,1.006
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,NO,menor igual 100,No valvula,no troquel,no zipper,0.968
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,no zipper,1.034
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado alto,no zipper,1.027
PET/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,Si,menor igual 100,No valvula,Grado bajo,zipper,1.096
PET/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 3,Si,mayor 100,No valvula,no troquel,no zipper,1.048
BOPA/FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,mayor 100,Valvula,no troquel,no zipper,0.922
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.043
PAPEL/PET METALIZADO/PEBD,BOLSA,FLOW PACK,VENTRAL,Grupo 1,Si,menor igual 100,No valvula,Grado bajo,no zipper,1.087
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,mayor 70,No valvula,no troquel,no zipper,1.038
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,no troquel,no zipper,0.979
PET/FLEXIBLE (PA-PE),BOLSA,PLANA 2 LAMINAS,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,menor igual 100,No valvula,no troquel,no zipper,0.955
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,menor igual 100,Valvula,Grado alto,no zipper,0.935
PET/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,menor igual 100,No valvula,Grado bajo,zipper,0.945
PEADTS-AB,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,Si,mayor 100,Valvula,Grado bajo,zipper,0.98
PET/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.083
PET/FOIL/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 2,Si,mayor 100,No valvula,Grado alto,zipper,1.011
PET/FOIL/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 3,Si,mayor 100,No valvula,no troquel,no zipper,1.029
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,Si,menor igual 100,No valvula,Grado alto,zipper,0.99
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.008
PET/FOIL/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 2,Si,mayor 100,No valvula,no troquel,no zipper,1.029
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,menor igual 70,No valvula,no troquel,no zipper,1.02
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 2,Si,mayor 100,Valvula,no troquel,no zipper,0.998
PET/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.087
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.016
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 2,Si,mayor 100,Valvula,Grado alto,no zipper,0.946
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 70,No valvula,no troquel,no zipper,1.146
BOPA/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 3,Si,mayor 100,No valvula,no troquel,no zipper,1.009
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado bajo,zipper,0.935
PET/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,Si,mayor 100,No valvula,Grado bajo,zipper,1.101
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 70,No valvula,no troquel,no zipper,1.021
BOPA/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,0.935
PET/PET METALIZADO/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,Si,menor igual 100,No valvula,Grado bajo,zipper,1.039
PET/PET METALIZADO/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado bajo,zipper,0.813
BOPP MATE/BOPP METALIZADO,ROLLO,0,0,Grupo 1,NO,menor igual 100,No valvula,no troquel,no zipper,1.139
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,mayor 70,No valvula,no troquel,no zipper,1.113
PAPEL,ROLLO,0,0,Grupo 1,NO,menor igual 100,No valvula,no troquel,no zipper,1.02
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 2,Si,mayor 100,Valvula,Grado alto,no zipper,1.015
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,menor igual 100,No valvula,no troquel,no zipper,1.015
FLEXIBLE PLUS (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,mayor 70,No valvula,no troquel,zipper,1.002
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,no zipper,0.936
FLEXIBLE PLUS (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,mayor 70,No valvula,no troquel,zipper,1.101
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 2,Si,mayor 100,Valvula,Grado alto,no zipper,0.956
FLEXIBLE PLUS (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,mayor 70,No valvula,no troquel,zipper,1.041
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 70,No valvula,no troquel,no zipper,1.077
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 100,No valvula,Grado bajo,no zipper,0.989
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,NO,menor igual 100,No valvula,no troquel,no zipper,1.071
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,no troquel,no zipper,0.886
FLEXIBLE PLUS (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,mayor 70,No valvula,no troquel,zipper,0.848
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,menor igual 100,No valvula,no troquel,no zipper,1.014
FLEXIBLE PLUS (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,mayor 70,No valvula,no troquel,zipper,1.097
BOPA/FLEXIBLE (PA-PE),BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,Si,mayor 100,No valvula,Grado bajo,zipper,0.95
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,Si,menor igual 100,No valvula,Grado alto,zipper,0.957
PET/FOIL/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado alto,no zipper,0.989
FLEXIBLE PLUS (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,mayor 70,No valvula,Grado bajo,zipper,1.017
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,0.945
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado bajo,zipper,1.04
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado bajo,no zipper,0.952
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,menor igual 100,Valvula,no troquel,no zipper,1.027
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.066
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,zipper,1.004
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.038
PET/FLEXIBLE PCR (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,no zipper,0.924
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,zipper,1.048
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 70,No valvula,no troquel,no zipper,1.004
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,no troquel,no zipper,1.06
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO REDONDO+SEGURIDAD,Grupo 1,Si,menor igual 70,No valvula,no troquel,no zipper,1.122
BOPP MATE/PET METALIZADO/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,0.946
PET/FLEXIBLE PCR (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 2,Si,mayor 100,Valvula,Grado alto,no zipper,1.018
PET/FLEXIBLE PCR (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 2,Si,mayor 100,Valvula,Grado alto,no zipper,0.951
PET/FOIL/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.056
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,0.99
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.049
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.078
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.049
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.046
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.029
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.014
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.139
PET/FLEXIBLE PCR (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,no zipper,0.946
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.054
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 70,No valvula,no troquel,no zipper,1.032
PET/FLEXIBLE PCR (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado alto,no zipper,1.041
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.045
PAPEL SEPARADOR,ROLLO,0,0,Grupo 1,NO,menor igual 100,No valvula,no troquel,no zipper,1.019
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,menor igual 70,No valvula,no troquel,no zipper,1.014
PET/COEXT. HBA (PE-EVOH) ABRE FACIL,BOLSA,PLANA,LATERAL+FONDO+PRESELLE+SEGURIDAD,Grupo 2,NO,menor igual 100,No valvula,Grado bajo,zipper,0.899
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,mayor 70,No valvula,no troquel,no zipper,1.093
PET/PET METALIZADO/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,no troquel,no zipper,0.985
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,0.827
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.025
BOPP MATE/PEBD,BOLSA,FLOW PACK,VENTRAL LATERAL,Grupo 1,Si,menor igual 100,No valvula,no troquel,no zipper,0.95
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado alto,no zipper,1.056
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.035
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,NO,mayor 100,No valvula,no troquel,no zipper,0.983
PET/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,menor igual 100,No valvula,Grado bajo,zipper,1.049
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,0.803
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.106
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,mayor 100,No valvula,no troquel,no zipper,1.073
PET/COEXT. HBA (PE-EVOH) ABRE FACIL,BOLSA,PLANA,LATERAL+FONDO+PRESELLE+SEGURIDAD,Grupo 1,NO,menor igual 100,No valvula,Grado bajo,zipper,0.964
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 1,Si,menor igual 70,Valvula,no troquel,no zipper,1.106
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,menor igual 70,No valvula,no troquel,no zipper,1.071
PET/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 3,Si,mayor 100,No valvula,no troquel,no zipper,1.057
PET/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 3,Si,mayor 100,No valvula,no troquel,no zipper,1.053
PET/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.05
PET/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.017
PET/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.003
PET/PET METALIZADO/PEBD,ROLLO,0,0,Grupo 3,Si,mayor 100,No valvula,no troquel,no zipper,0.995
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,no troquel,no zipper,1.136
PET/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 3,Si,mayor 100,No valvula,no troquel,no zipper,1.063
BOPP MATE/FOIL/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,0.788
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,Si,mayor 100,No valvula,Grado bajo,zipper,1.13
PET/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,0.995
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 1,Si,menor igual 70,Valvula,no troquel,no zipper,1.095
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.028
PEADTS,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 100,No valvula,Grado bajo,zipper,1.121
PET/FOIL/PEBD,ROLLO,0,0,Grupo 3,Si,mayor 100,No valvula,no troquel,no zipper,1.022
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,no zipper,0.989
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.0
PET/FOIL/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,no troquel,no zipper,0.984
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.048
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.067
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.064
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.046
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 2,Si,mayor 70,Valvula,no troquel,no zipper,1.006
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado alto,zipper,1.068
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 100,No valvula,Grado bajo,no zipper,1.007
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 100,No valvula,Grado bajo,no zipper,0.913
PET/BOPP METALIZADO/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado alto,zipper,0.925
BOPP PLANO/BOPP METALIZADO/PEBD,ROLLO,0,0,Grupo 1,Si,menor igual 100,No valvula,no troquel,no zipper,0.938
PET/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado bajo,zipper,0.952
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 70,No valvula,no troquel,no zipper,1.019
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.04
PET/FOIL/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,menor igual 100,Valvula,Grado alto,no zipper,1.029
