PorcentajeCumplimiento,CombinedFeature
0.999,PET/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.852,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_NO_menor igual 100_nan_nan_nan
1.042,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
0.991,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
0.987,PET/PEBD_BOLSA_FLOW PACK_VENTRAL_Grupo 1_Si_menor igual 100_No valvula_Grado alto_no zipper
1.063,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.032,BOPP MATE/FOIL/PEBD_BOLSA_FLOW PACK_FLOW PACK_Grupo 1_Si_menor igual 100_No valvula_no troquel_no zipper
0.943,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
1.0,PET/COEXT. HBA (PE-EVOH)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 100_No valvula_Grado bajo_no zipper
1.028,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.056,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
0.927,PET/FLEXIBLE (PA-PE)_BOLSA_FLOW PACK_FLOW PACK_Grupo 2_NO_mayor 100_No valvula_no troquel_no zipper
1.078,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 2_Si_mayor 70_Valvula_no troquel_no zipper
1.131,PEADTS_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_no troquel_no zipper
0.947,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 100_No valvula_Grado bajo_zipper
1.035,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.087,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 70_No valvula_no troquel_no zipper
1.05,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.034,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.063,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.103,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.1,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
1.035,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 70_No valvula_no troquel_no zipper
1.045,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
0.921,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 70_No valvula_no troquel_no zipper
1.04,PET/PET METALIZADO/PEBD_BOLSA_FLOW PACK_FLOW PACK 4 SELLES_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
1.073,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.075,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 1_Si_menor igual 100_nan_nan_nan
1.068,PET/PET METALIZADO/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 1_Si_menor igual 100_No valvula_Grado bajo_no zipper
0.938,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
1.021,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 100_No valvula_Grado bajo_zipper
1.105,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
1.04,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
1.035,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
1.034,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
1.0,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
0.899,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
1.033,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
1.011,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.052,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
1.038,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
1.079,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 2_Si_mayor 100_Valvula_Grado alto_no zipper
1.024,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
0.922,PET METALIZADO/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_NO_menor igual 100_Valvula_no troquel_no zipper
0.966,PET/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 1_Si_mayor 100_No valvula_Grado alto_zipper
0.983,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 2_Si_mayor 100_Valvula_Grado alto_no zipper
1.012,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
1.053,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.048,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.977,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 2_Si_mayor 100_Valvula_Grado alto_no zipper
0.916,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_NO_menor igual 100_nan_nan_nan
0.843,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
0.847,PET/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 1_NO_menor igual 100_No valvula_Grado bajo_zipper
0.945,BOPA/FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
1.015,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.043,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.099,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
1.007,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 70_No valvula_no troquel_no zipper
0.956,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.111,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_mayor 70_No valvula_no troquel_no zipper
1.107,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_mayor 70_No valvula_no troquel_no zipper
1.099,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 70_No valvula_no troquel_no zipper
1.029,PET/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_zipper
0.96,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.006,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.002,PET/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 1_Si_menor igual 100_No valvula_Grado bajo_zipper
1.03,PET/FOIL/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 1_Si_menor igual 100_nan_nan_nan
1.067,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.894,FLEXIBLE (PA-PE)_BOLSA_MANGA PASTELERA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_mayor 70_No valvula_no troquel_no zipper
0.906,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_SELLADO COMPLETAMENTE_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.004,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado bajo_zipper
1.023,PET/BOPA/CPP_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
1.002,PET/FOIL/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.99,BOPA/FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 3_NO_mayor 100_No valvula_no troquel_no zipper
0.996,PET/COEXT. HBA (PE-EVOH)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 100_No valvula_no troquel_no zipper
1.102,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 1_Si_menor igual 70_Valvula_no troquel_no zipper
1.027,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
1.018,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
1.031,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.986,BOPP MATE/PET METALIZADO/PEBD_BOLSA_FLOW PACK_VENTRAL LATERAL_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
1.074,PET/BOPP METALIZADO/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_zipper
1.055,PET MATE/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.061,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 70_Valvula_no troquel_no zipper
1.095,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
1.029,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.062,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.008,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 2_Si_mayor 100_Valvula_no troquel_no zipper
1.038,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
1.055,PET/PET METALIZADO/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 100_No valvula_no troquel_no zipper
1.048,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
1.016,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.006,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.995,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_mayor 70_No valvula_no troquel_no zipper
0.956,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 70_No valvula_no troquel_no zipper
0.871,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
1.005,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 70_No valvula_no troquel_no zipper
1.099,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 70_No valvula_no troquel_no zipper
1.065,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
0.978,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.067,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.013,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
0.89,PET/COEXT. HBA (PE-EVOH)_BOLSA_PLANA 2 LAMINAS_LATERAL+FONDO+SEGURIDAD_Grupo 3_NO_mayor 100_No valvula_no troquel_no zipper
1.052,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 1_Si_menor igual 100_nan_nan_nan
1.003,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.986,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.004,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.046,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.076,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.01,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
0.985,PET/PET METALIZADO/PEBD_BOLSA_FLOW PACK_VENTRAL LATERAL_Grupo 1_Si_mayor 100_No valvula_no troquel_no zipper
1.118,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.045,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.014,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
0.868,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
1.053,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.06,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
0.956,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_no zipper
0.971,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_NO_menor igual 100_nan_nan_nan
1.063,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_mayor 70_No valvula_no troquel_no zipper
1.053,PET/FLEXIBLE PCR (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
1.052,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
0.923,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
0.976,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.984,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 70_No valvula_no troquel_no zipper
1.001,PEADIMP/PEADTS_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
0.906,BOPP MATE/BOPP METALIZADO/PEBD_BOLSA_FLOW PACK_VENTRAL LATERAL_Grupo 1_Si_menor igual 100_No valvula_Grado alto_no zipper
1.061,PET/PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
0.906,PET METALIZADO/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 100_No valvula_Grado bajo_no zipper
1.118,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 70_No valvula_no troquel_no zipper
1.044,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
0.972,BOPP MATE/FOIL/PEBD_BOLSA_FLOW PACK_FLOW PACK_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
0.966,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 70_No valvula_no troquel_no zipper
1.045,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_no zipper
1.024,BOPA/PEBD_BOLSA_PLANA_LATERAL+FONDO+PRESELLE+SEGURIDAD_Grupo 2_Si_mayor 100_No valvula_no troquel_no zipper
0.938,BOPA/PEBD_BOLSA_PLANA_LATERAL+FONDO+PRESELLE+SEGURIDAD_Grupo 2_Si_mayor 100_No valvula_no troquel_no zipper
0.884,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.038,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
1.042,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.028,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.051,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
1.081,PAPEL/PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 1_Si_menor igual 100_nan_nan_nan
1.133,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.02,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.118,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
1.032,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
1.096,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
1.102,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
1.042,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.056,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.94,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
0.962,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
0.849,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_NO_menor igual 100_nan_nan_nan
0.965,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 70_No valvula_no troquel_no zipper
0.914,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
1.012,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
0.984,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_NO_mayor 100_Valvula_no troquel_no zipper
0.966,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
0.978,PET METALIZADO/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_NO_mayor 100_Valvula_no troquel_no zipper
0.966,PET/FOIL/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.101,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.094,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_mayor 70_No valvula_no troquel_no zipper
0.782,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
0.874,PEADTS_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado bajo_no zipper
1.041,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.007,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.04,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.073,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.043,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.973,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_menor igual 100_No valvula_Grado alto_zipper
1.048,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.033,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.047,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.063,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_Grado bajo_zipper
1.037,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 70_No valvula_no troquel_no zipper
1.011,PET/FOIL/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_mayor 100_No valvula_no troquel_zipper
1.029,PET/PEBD_BOLSA_FLEX UP_MULTIFLEX UP SIN SELLE DE FONDO_Grupo 1_Si_menor igual 100_No valvula_Grado bajo_zipper
1.023,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.048,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.015,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.023,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.054,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.132,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.928,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 70_No valvula_no troquel_no zipper
1.05,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
1.042,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
1.018,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.061,PET MATE/PET METALIZADO/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_zipper
0.836,PET MATE/PET METALIZADO/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_mayor 100_No valvula_Grado alto_zipper
1.015,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
1.03,FLEXIBLE (PA-PE)_BOLSA_MANGA PASTELERA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 70_No valvula_no troquel_no zipper
1.017,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.925,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.104,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 70_No valvula_no troquel_no zipper
0.986,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 70_No valvula_no troquel_no zipper
