Estructura,TipoProducto,TipoBolsa,TipoSellado,GrupoFormato,Impreso,Calibre,Valvula,GradoTroquel,UsoZipper,PorcentajeCumplimiento
BOPP MATE/PET METALIZADO/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.074
BOPP PLANO/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 1,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.074
PET/BOPA/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.074
PEADTS,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,SI,1.074
BOPP MATE/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 2,SI,>100,NO,GRADO ALTO,SI,1.074
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,1.074
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
PET/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO ALTO,SI,1.074
PET/PEBD,BOLSA,FLOW PACK,FLOW PACK,Grupo 1,NO,<=100,NO,NO TROQUEL,NO,1.074
BOPP MATE/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.074
BOPA/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.074
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
BOPP PLANO/BOPP TERMOSELLABLE,BOLSA,FLOW PACK,FLOW PACK,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.074
PET/BOPP METALIZADO/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO ALTO,SI,1.074
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.074
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.074
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.074
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.074
PET/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,NO,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.074
BOPP MATE/FOIL/PEBD,BOLSA,FLOW PACK,FLOW PACK,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.074
PET/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
PET/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,SI,>100,NO,NO TROQUEL,SI,1.074
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.074
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
PAPEL/BOPP METALIZADO,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
PET/BOPP METALIZADO/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,<=100,NO,GRADO BAJO,SI,1.074
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 3,NO,>100,SI,NO TROQUEL,NO,1.074
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO BAJO,SI,1.074
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 2,SI,<=100,SI,NO TROQUEL,NO,1.074
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,TROQUEL FORMA,NO,1.074
PET/FLEXIBLE PCR (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.074
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.074
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.074
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.074
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.074
PET/COEXT. HBA (PE-EVOH),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,<=100,SI,GRADO ALTO,NO,1.074
PET MATE/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO BAJO,SI,1.074
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.074
BOPP MATE/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.074
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
PET/PET METALIZADO/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.074
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.074
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 3,NO,<=100,NO,NO TROQUEL,NO,1.074
PET MATE/PET METALIZADO/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,SI,<=100,NO,GRADO BAJO,SI,1.074
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.074
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.075
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO BAJO,NO,1.075
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO ALTO,NO,1.075
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.075
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.075
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,1.075
PET/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,SI,<=100,NO,GRADO BAJO,SI,1.075
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.075
PAPEL,ROLLO,NO APLICA,NO APLICA,Grupo 1,NO,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,<=100,NO,NO TROQUEL,NO,1.075
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,GRADO BAJO,SI,1.075
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,SI,>100,NO,GRADO ALTO,SI,1.075
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.075
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 2,SI,>100,SI,GRADO ALTO,NO,1.075
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.075
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.075
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,<=100,NO,NO TROQUEL,NO,1.075
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,<=100,NO,GRADO BAJO,SI,1.075
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/PET METALIZADO/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.075
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.075
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 2,SI,>100,SI,NO TROQUEL,NO,1.075
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.075
PET/FLEXIBLE PCR (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.075
PET/COEXT. HBA (PE-EVOH),BOLSA,MANGA PASTELERA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,>100,NO,NO TROQUEL,NO,1.075
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
FLEXIBLE LITE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.075
BOPA/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,GRADO BAJO,NO,1.075
PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.075
PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.075
PET MATE/BOPP METALIZADO/PEBD,BOLSA,FLOW PACK,VENTRAL LATERAL,Grupo 1,SI,>100,NO,GRADO ALTO,NO,1.075
PET/PET METALIZADO/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/PET METALIZADO/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,TROQUEL FORMA,NO,1.075
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,>100,SI,NO TROQUEL,NO,1.075
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/FOIL/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.075
PEADTS,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,SI,1.075
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/COEXT. HBA (PE-EVOH),BOLSA,MANGA PASTELERA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,>100,NO,NO TROQUEL,NO,1.075
PET/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 1,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.075
BOPP MATE/BOPP METALIZADO,ROLLO,NO APLICA,NO APLICA,Grupo 1,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,SI,<=100,NO,GRADO ALTO,SI,1.075
PET MATE/PET METALIZADO/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,SI,<=100,NO,GRADO BAJO,SI,1.075
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,SI,>100,NO,NO TROQUEL,SI,1.075
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,GRADO BAJO,NO,1.075
PET/FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,GRADO BAJO,SI,1.075
BOPP MATE/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.075
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
BOPP MATE/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.075
PEADIMP/PEADTS,ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PEADTS,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,SI,1.075
BOPP MATE/WINPAK (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.075
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.075
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,1.075
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.075
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO ALTO,SI,1.075
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/PET/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
BOPP MATE/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
BOPA/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 1,NO,<=100,NO APLICA,NO APLICA,NO APLICA,1.075
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PEADTS/PEADTS-AB,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,NO TROQUEL,SI,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,TROQUEL FORMA,NO,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,1.076
PAPEL/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,NO,GRADO BAJO,SI,1.076
PET/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 2,SI,>100,NO,GRADO ALTO,SI,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 3,SI,>100,SI,NO TROQUEL,NO,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 1,SI,<=100,SI,NO TROQUEL,NO,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/FLEXIBLE (PA-PE),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.076
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.076
BOPP MATE/BOPP METALIZADO,ROLLO,NO APLICA,NO APLICA,Grupo 1,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PEADTS,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,SI,1.076
BOPP MATE/BOPP TERMOSELLABLE,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,GRADO ALTO,NO,1.076
PEADTS-AB,BOLSA,FLOW PACK,FLOW PACK 4 SELLES,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,>100,NO APLICA,NO APLICA,NO APLICA,1.076
BOPP MATE/FOIL/PEBD,ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 2,SI,<=100,SI,NO TROQUEL,NO,1.076
PET/PET METALIZADO/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,SI,>100,SI,NO TROQUEL,NO,1.076
PEBD BRILLANTE,ROLLO,NO APLICA,NO APLICA,Grupo 4,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 3,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 2,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
PET MATE/PET METALIZADO/COEXT. HBA (PE-EVOH),ROLLO,NO APLICA,NO APLICA,Grupo 1,SI,<=100,NO APLICA,NO APLICA,NO APLICA,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,SI,<=100,NO,NO TROQUEL,NO,1.076
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,SI,<=100,NO,NO TROQUEL,NO,1.076
